"Education_Fact_ID","Location_ID","Indicator_ID","Source_ID","Year_ID","Total","Female","Male","Urban","Rural","Poorest","Second","Middle","Fourth","Richest","ISOCode","CountryAndAreaName","RegionName","DevlopmentStage","Indicator_Type","Data_Year","Source_Type","Source_Desc"
"625","19","10","5","7","9.19999980926514","8.5","9.69999980926514","3.59999990463257","12.3999996185303","14.6999998092651","13.1000003814697","9.19999980926514","3.90000009536743","1.89999997615814","BLZ","Belize","LAC","Less Developed","Out Of School Rate - Lower Secondary","2016","MICS","Multiple Indicator Cluster Surveys"
"626","20","10","4","9","41.4000015258789","46.7999992370605","36.2000007629395","30.8999996185303","48.2999992370605","65.0999984741211","51.7000007629395","41.9000015258789","30.7000007629395","17.6000003814697","BEN","Benin","SSA","Least Developed","Out Of School Rate - Lower Secondary","2018","DHS","Demographic and Health Surveys"
"627","21","10","5","1","19.2228546142578","18.3595390319824","20.1526012420654","9.6157751083374","23.1988391876221","34.8165092468262","24.853609085083","17.8628273010254","9.95062732696533","10.5125303268433","BTN","Bhutan","SA","Least Developed","Out Of School Rate - Lower Secondary","2010","MICS","Multiple Indicator Cluster Surveys"
"628","22","10","0","0","","","","","","","","","","","BOL","Bolivia (Plurinational State of)","LAC","Less Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"629","23","10","5","3","0.899999976158142","1.20000004768372","0.600000023841858","1.29999995231628","0.699999988079071","4.40000009536743","0.0","0.800000011920929","0.0","0.300000011920929","BIH","Bosnia and Herzegovina","ECA","More Developed","Out Of School Rate - Lower Secondary","2012","MICS","Multiple Indicator Cluster Surveys"
"630","24","10","0","8","4.30000019073486","4.5","4.0","3.0","6.59999990463257","","","","","","BWA","Botswana","SSA","Less Developed","Out Of School Rate - Lower Secondary","2017","Not Available","Not Available"
"631","25","10","0","10","1.00287938117981","1.04110944271088","0.966695129871368","0.935055434703827","1.32491266727448","1.41161239147186","1.26935720443726","0.65850830078125","0.403472512960434","0.336268901824951","BRA","Brazil","LAC","Less Developed","Out Of School Rate - Lower Secondary","2019","Not Available","Not Available"
"632","26","10","0","0","","","","","","","","","","","VGB","British Virgin Islands","LAC","Not Classified","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"633","27","10","0","0","","","","","","","","","","","BRN","Brunei Darussalam","EAP","Less Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"634","28","10","0","0","","","","","","","","","","","BGR","Bulgaria","ECA","More Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"635","29","10","4","1","57.0","58.5","55.5999984741211","31.0","65.0","77.1999969482422","67.3000030517578","61.7000007629395","49.4000015258789","31.7999992370605","BFA","Burkina Faso","SSA","Least Developed","Out Of School Rate - Lower Secondary","2010","DHS","Demographic and Health Surveys"
"636","30","10","4","8","29.3999996185303","28.2999992370605","30.5","20.2999992370605","30.5","49.2999992370605","35.2000007629395","26.0","19.7999992370605","21.8999996185303","BDI","Burundi","SSA","Least Developed","Out Of School Rate - Lower Secondary","2017","DHS","Demographic and Health Surveys"
"637","31","10","0","0","","","","","","","","","","","CPV","Cabo Verde","SSA","Less Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"638","32","10","4","5","25.2161083221436","24.8658924102783","25.5481872558594","19.5367050170898","26.137638092041","39.7713584899902","29.1682758331299","23.6175155639648","16.9878215789795","14.6908378601074","KHM","Cambodia","EAP","Least Developed","Out Of School Rate - Lower Secondary","2014","DHS","Demographic and Health Surveys"
"639","33","10","4","9","19.1095428466797","22.0464935302734","16.0521240234375","10.2629365921021","28.3422107696533","39.5513458251953","26.8808612823486","15.9059076309204","9.64918518066406","5.05529594421387","CMR","Cameroon","SSA","Less Developed","Out Of School Rate - Lower Secondary","2018","DHS","Demographic and Health Surveys"
"640","34","10","0","0","","","","","","","","","","","CAN","Canada","NA","More Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"641","35","10","5","1","32.3316116333008","43.4585571289062","20.2667121887207","21.0668144226074","41.3032455444336","51.9820938110352","44.4597129821777","38.0678558349609","25.1113529205322","14.7753324508667","CAF","Central African Republic","SSA","Least Developed","Out Of School Rate - Lower Secondary","2010","MICS","Multiple Indicator Cluster Surveys"
"642","36","10","4","6","42.2999992370605","49.0","35.5999984741211","20.8999996185303","48.9000015258789","49.9000015258789","47.9000015258789","49.4000015258789","48.7999992370605","17.1000003814697","TCD","Chad","SSA","Least Developed","Out Of School Rate - Lower Secondary","2015","DHS","Demographic and Health Surveys"
"643","37","10","0","8","0.5","0.600000023841858","0.400000005960464","0.600000023841858","0.200000002980232","","","","","","CHL","Chile","LAC","Less Developed","Out Of School Rate - Lower Secondary","2017","Not Available","Not Available"
"644","38","10","0","6","3.29999995231628","3.20000004768372","3.40000009536743","2.79999995231628","3.70000004768372","","","","","","CHN","China","EAP","Less Developed","Out Of School Rate - Lower Secondary","2015","Not Available","Not Available"
"645","39","10","4","6","3.59999990463257","2.79999995231628","4.40000009536743","2.5","6.40000009536743","7.5","3.29999995231628","2.79999995231628","1.39999997615814","1.29999995231628","COL","Colombia","LAC","Less Developed","Out Of School Rate - Lower Secondary","2015","DHS","Demographic and Health Surveys"
"646","40","10","4","3","14.4152269363403","14.1495351791382","14.6931581497192","10.9501314163208","16.088903427124","27.3612499237061","15.811897277832","12.5655603408813","9.12601661682129","8.08564472198486","COM","Comoros","SSA","Least Developed","Out Of School Rate - Lower Secondary","2012","DHS","Demographic and Health Surveys"
"647","41","10","5","6","6.92037677764893","7.76953887939453","6.06973314285278","5.46055603027344","10.202844619751","13.7039155960083","9.97082710266113","7.918776512146","2.28673505783081","1.96692514419556","COG","Congo","SSA","Less Developed","Out Of School Rate - Lower Secondary","2015","MICS","Multiple Indicator Cluster Surveys"
"648","42","10","0","0","","","","","","","","","","","COK","Cook Islands","EAP","Less Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"649","43","10","5","9","2.58790302276611","2.89405584335327","2.32297825813293","2.15236926078796","3.41582179069519","4.45502328872681","1.78121483325958","2.53746008872986","3.24907565116882","0.0","CRI","Costa Rica","LAC","Less Developed","Out Of School Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"650","44","10","5","7","32.5339660644531","38.1193084716797","27.2268657684326","25.5587005615234","39.8794097900391","49.6203575134277","37.1685676574707","32.7003974914551","24.5296459197998","21.8153667449951","CIV","Côte d'Ivoire","SSA","Less Developed","Out Of School Rate - Lower Secondary","2016","MICS","Multiple Indicator Cluster Surveys"
"651","45","10","0","0","","","","","","","","","","","HRV","Croatia","ECA","More Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"652","46","10","0","0","","","","","","","","","","","CUB","Cuba","LAC","Less Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"653","47","10","0","0","","","","","","","","","","","CYP","Cyprus","ECA","More Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"654","48","10","0","0","","","","","","","","","","","CZE","Czechia","ECA","More Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"655","49","10","5","8","0.200000002980232","0.300000011920929","0.0","0.0","0.400000005960464","","","","","","PRK","Democratic People's Republic of Korea","EAP","Less Developed","Out Of School Rate - Lower Secondary","2017","MICS","Multiple Indicator Cluster Surveys"
"656","50","10","5","9","16.7369384765625","17.7061252593994","15.7639875411987","11.986138343811","20.7749843597412","28.0585880279541","17.4060802459717","16.8680725097656","15.5063276290894","7.737633228302","COD","Democratic Republic of the Congo","SSA","Least Developed","Out Of School Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"657","51","10","0","0","","","","","","","","","","","DNK","Denmark","ECA","More Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"658","52","10","0","0","","","","","","","","","","","DJI","Djibouti","SSA","Least Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"659","53","10","0","0","","","","","","","","","","","DMA","Dominica","LAC","Less Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"660","54","10","5","5","3.0","2.5","4.09999990463257","3.70000004768372","2.29999995231628","7.19999980926514","4.40000009536743","2.09999990463257","2.09999990463257","0.899999976158142","DOM","Dominican Republic","LAC","Less Developed","Out Of School Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
"661","55","10","0","10","6.0","5.40000009536743","6.59999990463257","5.09999990463257","7.69999980926514","","","","","","ECU","Ecuador","LAC","Less Developed","Out Of School Rate - Lower Secondary","2019","Not Available","Not Available"
"662","56","10","4","5","9.91474437713623","10.3204441070557","9.54042625427246","7.91904783248901","11.0911922454834","14.6655359268188","12.7562227249146","8.56674480438232","9.16570854187012","2.2973198890686","EGY","Egypt","MENA","Less Developed","Out Of School Rate - Lower Secondary","2014","DHS","Demographic and Health Surveys"
"663","57","10","5","5","14.8000001907349","15.1999998092651","14.3000001907349","11.0","19.6000003814697","27.5","16.8999996185303","10.1000003814697","6.90000009536743","6.19999980926514","SLV","El Salvador","LAC","Less Developed","Out Of School Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
"664","58","10","0","0","","","","","","","","","","","GNQ","Equatorial Guinea","SSA","Less Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"665","59","10","0","0","","","","","","","","","","","ERI","Eritrea","SSA","Least Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"666","60","10","0","0","","","","","","","","","","","EST","Estonia","ECA","More Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"667","61","10","5","5","4.40000009536743","4.19999980926514","4.69999980926514","5.09999990463257","4.30000019073486","6.0","2.90000009536743","2.70000004768372","7.09999990463257","4.19999980926514","SWZ","Eswatini","SSA","Less Developed","Out Of School Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
"668","62","10","4","7","30.75","31.2999992370605","30.2000007629395","21.5300006866455","32.7099990844727","48.0499992370605","40.4500007629395","27.6499996185303","24.4300003051758","20.25","ETH","Ethiopia","SSA","Least Developed","Out Of School Rate - Lower Secondary","2016","DHS","Demographic and Health Surveys"
"669","63","10","0","0","","","","","","","","","","","FJI","Fiji","EAP","Less Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"670","64","10","0","0","","","","","","","","","","","FIN","Finland","ECA","More Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"671","65","10","0","0","","","","","","","","","","","FRA","France","ECA","More Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"672","66","10","4","3","3.32973599433899","2.68742418289185","4.05607032775879","3.02756333351135","5.17281484603882","6.5244836807251","4.05961990356445","3.53624391555786","1.79272997379303","1.21025156974792","GAB","Gabon","SSA","Less Developed","Out Of School Rate - Lower Secondary","2012","DHS","Demographic and Health Surveys"
"673","67","10","4","4","32.913948059082","35.3400421142578","30.1951580047607","22.551082611084","44.5894088745117","43.4213485717773","41.5384140014648","43.8695220947266","23.867603302002","12.3840265274048","GMB","Gambia","SSA","Least Developed","Out Of School Rate - Lower Secondary","2013","DHS","Demographic and Health Surveys"
